Company,TypeName,Inches,Ram,OpSys,Weight(kg),Price_euros,Cpu_brand,Cpu_type,Cpu_speed,Memory_capacity,Memory_type,Screen,Screen_touch,Screen_type
Lenovo,Notebook,15.6,4GB,No OS,2.2,469.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,850.66,Intel,i5,2.5,1000.0,HDD,1920x1080,0,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,1.84,1349.0,Intel,i5,2.6,256.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,13.3,4GB,Windows 10,1.05,1285.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Lenovo,Gaming,15.6,8GB,No OS,2.5,1017.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,IPS Panel
Dell,Ultrabook,13.3,16GB,Windows 10,1.29,2240.0,Intel,i7,2.5,512.0,SSD,3200x1800,1,Quad HD+
HP,Notebook,15.6,4GB,Windows 10,2.07,910.0,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
Toshiba,Ultrabook,13.3,8GB,Windows 10,1.2,1095.0,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,1950.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,IPS Panel
Acer,Notebook,14.0,8GB,Windows 10,1.56,902.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,Workstation,15.6,8GB,Windows 10,2.23,1778.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,Windows 10,2.38,1055.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,No OS,2.2,479.0,Intel,i3,2.0,1000.0,HDD,1920x1080,0,Full HD
Toshiba,Notebook,15.6,8GB,Windows 10,2.0,1388.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,13.3,4GB,Windows 10,1.44,735.0,Intel,i3,2.4,180.0,SSD,1920x1080,0,IPS Panel
Samsung,Ultrabook,15.0,16GB,Windows 10,1.23,1849.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,12.5,8GB,Windows 10,1.6,1690.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Asus,Notebook,15.6,4GB,Linux,2.0,398.99,Intel,Quad,1.1,1000.0,HDD,1366x768,0,NaN
Xiaomi,Ultrabook,13.3,8GB,Windows 10,1.28,935.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.18,912.5,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.04,839.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,2 in 1 Convertible,13.3,4GB,Windows 10,1.28,1700.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
HP,2 in 1 Convertible,15.6,4GB,Windows 10,2.3,684.8,Intel,i5,2.5,500.0,HDD,1366x768,1,NaN
Asus,Notebook,14.1,4GB,Windows 10,1.65,348.0,Intel,Dual,1.1,32.0,Flash,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.2,669.0,Intel,i7,2.5,1000.0,HDD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.2,369.0,Intel,Quad,1.6,500.0,HDD,1366x768,0,NaN
HP,2 in 1 Convertible,13.3,4GB,Windows 10,1.28,1799.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Dell,Notebook,15.6,4GB,Linux,2.18,455.7,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,12GB,Windows 10,2.2,1369.9,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Acer,Netbook,11.6,4GB,Chrome OS,1.25,297.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,IPS Panel
Lenovo,Notebook,17.3,4GB,Windows 10,2.8,379.0,AMD,A4,2.2,500.0,HDD,1600x900,0,NaN
HP,Notebook,14.0,4GB,Windows 10,1.95,1265.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,2 in 1 Convertible,13.3,16GB,Windows 10,1.42,1399.0,Intel,i7,2.7,256.0,SSD,3200x1800,1,Quad HD+
Samsung,Ultrabook,15.0,8GB,Windows 10,1.17,1699.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.32,1799.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
MSI,Gaming,17.3,16GB,Windows 10,2.43,2649.0,Intel,i7,2.6,512.0,SSD,3840x2160,0,IPS Panel
Toshiba,Notebook,13.3,8GB,Windows 10,1.05,1475.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,15.6,8GB,Linux,2.62,929.0,Intel,i7,2.8,1000.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,900.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.18,614.0,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,8GB,Windows 10,1.9,935.0,Intel,i5,2.6,500.0,HDD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.24,2013.1,Intel,i7,1.3,512.0,SSD,3200x1800,1,Quad HD+
Asus,Gaming,17.3,32GB,Windows 10,3.58,1279.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,13.3,16GB,Windows 10,1.22,1649.0,Intel,i7,1.3,256.0,SSD,1920x1080,1,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.13,2049.0,Intel,i7,2.7,256.0,Flash,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,1.95,1962.99,Intel,i5,2.5,512.0,SSD,1920x1080,0,IPS Panel
LG,Ultrabook,15.6,16GB,Windows 10,1.08,2099.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,IPS Panel
HP,Netbook,12.5,8GB,Windows 10,1.26,1483.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Chrome OS,2.2,359.0,Intel,Dual,1.5,16.0,Flash,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.6,789.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,IPS Panel
LG,Ultrabook,14.0,8GB,Windows 10,0.98,1899.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,IPS Panel
Dell,Notebook,14.0,8GB,Windows 10,1.6,1205.0,Intel,i5,2.8,256.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,6GB,Windows 10,2.2,789.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,1018.99,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Acer,Notebook,15.6,4GB,Windows 10,2.4,499.0,Intel,i3,2.4,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Notebook,13.3,4GB,Windows 10,1.44,881.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,13.3,8GB,Windows 10,1.49,960.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,17.3,16GB,Windows 10,2.7,1599.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,15.6,16GB,Windows 10,2.6,1349.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
MSI,Gaming,15.6,8GB,Windows 10,2.2,1119.91,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.18,684.99,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
HP,Ultrabook,15.6,8GB,Windows 10,1.84,1296.99,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,13.3,8GB,Windows 10,1.39,1149.0,Intel,i7,2.7,256.0,SSD,3200x1800,1,Quad HD+
Toshiba,Notebook,15.6,16GB,Windows 10,2.4,1975.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,2 in 1 Convertible,13.3,8GB,Windows 10,1.37,1825.0,Intel,i5,2.5,512.0,SSD,1920x1080,1,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,1.95,729.9,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.36,1650.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,2.31,1165.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.18,708.06,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
HP,Notebook,14.0,4GB,Windows 10,1.95,1149.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Lenovo,Notebook,15.6,4GB,Windows 10,2.2,309.0,Intel,Quad,1.1,1000.0,HDD,1366x768,0,NaN
HP,Ultrabook,12.5,4GB,Windows 10,1.26,1579.0,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,No OS,1.86,288.9,Intel,Dual,1.6,1000.0,HDD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,13.3,16GB,Windows 10,1.3,1799.0,Intel,i7,2.2,1000.0,SSD,3200x1800,1,IPS Panel
Toshiba,Notebook,14.0,4GB,Windows 10,1.47,1105.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,IPS Panel
HP,Netbook,12.5,8GB,Windows 10,1.26,1669.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,4GB,Windows 10,2.18,558.6,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
MSI,Gaming,15.6,8GB,Windows 10,2.2,1199.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,14.0,8GB,Windows 10,1.36,1639.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,Gaming,17.3,16GB,Windows 10,4.36,2758.0,Intel,i7,2.7,512.0,SSD,2560x1440,0,NaN
HP,Gaming,17.3,8GB,Windows 10,2.75,1399.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,IPS Panel
Asus,Notebook,17.3,4GB,Windows 10,2.8,530.0,Intel,Quad,1.6,1000.0,HDD,1600x900,0,NaN
Acer,Notebook,15.6,4GB,Windows 10,2.23,619.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Toshiba,Notebook,15.6,8GB,Windows 10,2.2,1119.0,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
Lenovo,2 in 1 Convertible,11.3,8GB,Windows 10,1.1,1299.0,Intel,M,1.2,256.0,SSD,1920x1080,1,IPS Panel
Lenovo,Gaming,15.6,16GB,Windows 10,2.5,999.0,AMD,FX,2.1,512.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,12.5,8GB,Windows 10,1.36,1472.2,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Lenovo,Notebook,15.6,8GB,No OS,2.2,685.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,17.3,4GB,Windows 10,2.36,659.0,Intel,i3,2.0,1000.0,HDD,1600x900,0,NaN
Acer,Notebook,14.0,4GB,Chrome OS,1.68,349.0,Intel,Dual,1.6,32.0,Flash,1366x768,0,NaN
HP,Workstation,15.6,8GB,Windows 10,2.0,2249.0,Intel,i7,2.7,8.0,SSD,1920x1080,0,IPS Panel
Dell,Ultrabook,14.0,8GB,Windows 10,1.36,1775.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,13.3,8GB,Windows 7,1.2,1460.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Asus,2 in 1 Convertible,12.5,8GB,Chrome OS,1.2,1159.0,Intel,M,1.2,64.0,Flash,1920x1080,0,Full HD
Lenovo,Ultrabook,14.0,8GB,Windows 10,1.7,1488.99,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,Gaming,17.3,16GB,Windows 10,4.36,3154.0,Intel,i7,2.8,512.0,SSD,3840x2160,0,IPS Panel
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.24,1899.0,Intel,i5,1.2,256.0,SSD,1920x1080,1,Full HD
HP,2 in 1 Convertible,11.6,4GB,Windows 10,1.45,775.0,Intel,Quad,1.1,256.0,SSD,1366x768,1,NaN
Dell,Ultrabook,13.3,8GB,Windows 10,1.3,1268.0,Intel,i7,2.5,256.0,SSD,3200x1800,0,Quad HD+
Acer,2 in 1 Convertible,11.6,4GB,Chrome OS,1.25,389.0,Intel,Dual,1.6,32.0,Flash,1366x768,1,IPS Panel
Toshiba,Notebook,13.3,8GB,Windows 10,1.2,1535.0,Intel,i5,2.4,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.36,1760.0,Intel,i5,2.6,256.0,SSD,1920x1080,0,IPS Panel
Acer,Notebook,15.6,12GB,Windows 10,2.4,1009.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
Toshiba,Ultrabook,12.5,8GB,Windows 10,1.1,1790.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,846.5,Intel,i5,2.5,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Linux,2.25,465.62,Intel,i3,2.0,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Windows 10,1.9,825.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.04,685.0,Intel,i3,2.4,500.0,HDD,1920x1080,0,Full HD
Dell,Gaming,17.3,32GB,Windows 10,4.42,3149.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,6GB,Windows 10,2.4,695.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,16GB,Windows 10,1.22,1899.0,Intel,i7,1.3,512.0,SSD,3200x1800,1,Quad HD+
Dell,Ultrabook,14.0,8GB,Windows 10,1.5,1962.98,Intel,i7,2.6,256.0,SSD,2560x1440,1,NaN
Dell,Gaming,17.3,32GB,Windows 10,4.42,2800.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
Toshiba,Notebook,14.0,8GB,Windows 10,1.95,1180.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,16GB,Windows 10,2.73,2049.9,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,979.0,Intel,i5,2.7,128.0,SSD,1920x1080,0,IPS Panel
Asus,2 in 1 Convertible,15.6,16GB,Windows 10,2.3,1799.0,Intel,i7,2.7,512.0,SSD,3840x2160,1,4K Ultra HD
HP,Notebook,15.6,6GB,Windows 10,2.04,579.0,Intel,i7,2.7,1000.0,HDD,1366x768,0,NaN
Asus,Gaming,17.3,16GB,Windows 10,2.99,1749.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,15.6,12GB,Windows 10,2.19,1299.0,Intel,i7,2.7,512.0,SSD,1920x1080,1,IPS Panel
Toshiba,Notebook,13.3,4GB,Windows 7,1.2,1195.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,6GB,Windows 10,2.2,549.0,AMD,A12,3.6,256.0,SSD,1920x1080,0,Full HD
Fujitsu,Notebook,15.6,4GB,Windows 10,2.3,649.0,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
Toshiba,Notebook,14.0,4GB,Windows 10,1.75,915.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
Dell,Notebook,15.6,4GB,Windows 10,2.25,599.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,8GB,Windows 10,2.04,806.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Lenovo,Gaming,15.6,8GB,Windows 10,2.5,1189.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 10,2.36,749.0,Intel,i7,2.7,1000.0,HDD,1366x768,0,NaN
Dell,Notebook,14.0,8GB,Windows 10,1.6,1119.0,Intel,i5,2.5,128.0,SSD,1920x1080,0,Full HD
HP,Netbook,12.5,8GB,Windows 10,0.97,1908.0,Intel,M,1.2,512.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.1,499.0,Intel,i3,2.0,128.0,SSD,1920x1080,0,Full HD
Lenovo,Notebook,15.6,4GB,No OS,1.9,270.62,Intel,Dual,1.1,128.0,SSD,1366x768,0,NaN
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,1349.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.68,889.0,Intel,i5,2.5,256.0,SSD,1920x1080,1,Full HD
Asus,Notebook,13.3,8GB,Windows 10,1.4,1150.0,Intel,i5,2.5,256.0,SSD,3200x1800,0,Quad HD+
HP,Ultrabook,13.3,8GB,Windows 10,1.11,1349.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,IPS Panel
Acer,Notebook,15.6,4GB,Windows 10,2.4,380.0,Intel,Quad,1.1,500.0,HDD,1366x768,0,NaN
Asus,Gaming,15.6,16GB,Windows 10,2.5,1799.0,Intel,i7,2.8,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,14.0,8GB,Windows 10,1.48,2089.0,Intel,i7,2.7,512.0,SSD,1920x1080,0,Full HD
Acer,Gaming,15.6,8GB,Windows 10,2.7,1260.0,Intel,i7,2.8,128.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,13.3,8GB,Windows 10,1.34,1189.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.18,547.0,Intel,i3,2.4,128.0,SSD,1366x768,0,NaN
HP,Notebook,14.0,4GB,Windows 10,1.64,779.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Toshiba,Notebook,13.3,4GB,Windows 10,1.2,1195.0,Intel,i5,2.3,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 10,1.48,1099.99,Intel,i5,2.4,256.0,SSD,1366x768,0,NaN
HP,Notebook,14.0,4GB,Windows 10,1.95,1205.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,14.0,8GB,Windows 7,1.43,1449.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 10,1.64,1049.26,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 10,1.64,684.0,Intel,i3,2.4,500.0,HDD,1366x768,0,NaN
Dell,Gaming,15.6,8GB,Windows 10,2.65,949.0,Intel,i5,2.5,1000.0,Hybrid,1920x1080,0,Full HD
HP,Ultrabook,12.5,4GB,Windows 10,1.26,1539.0,Intel,i5,2.5,500.0,HDD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 10,1.48,1590.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,14.0,8GB,Windows 10,1.54,1887.21,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,13.3,4GB,Windows 10,1.49,800.0,Intel,i3,2.4,500.0,HDD,1366x768,0,NaN
Toshiba,Notebook,13.3,8GB,Windows 10,1.5,1210.0,Intel,i5,2.3,256.0,SSD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.04,769.99,Intel,i3,2.4,256.0,SSD,1366x768,0,NaN
Lenovo,Notebook,17.3,16GB,Windows 7,2.4,2968.0,Intel,i7,2.7,512.0,SSD,3840x2160,0,IPS Panel
Toshiba,Notebook,14.0,8GB,Windows 10,1.47,1490.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,14.0,8GB,Windows 10,1.43,2229.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,15.6,4GB,Windows 10,2.08,795.99,Intel,i3,2.3,1000.0,HDD,1920x1080,1,IPS Panel
Toshiba,Ultrabook,13.3,8GB,Windows 10,1.2,1590.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,13.3,8GB,Windows 10,1.11,1149.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,IPS Panel
HP,Notebook,14.0,8GB,Windows 10,1.64,1185.43,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Dell,Notebook,15.6,8GB,Windows 10,2.09,1046.44,Intel,i5,2.4,500.0,HDD,1920x1080,0,Full HD
HP,Ultrabook,12.5,4GB,Windows 10,1.26,1559.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
HP,Notebook,14.0,4GB,Windows 10,2.31,1189.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
HP,Notebook,14.0,4GB,Windows 10,1.95,1060.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1624.0,Intel,i5,2.5,256.0,SSD,3200x1800,1,Quad HD+
HP,Notebook,17.3,8GB,Windows 10,2.63,1080.0,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 10,1.64,973.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Acer,Notebook,15.6,6GB,Windows 10,2.1,409.0,AMD,A9,3.0,1000.0,HDD,1366x768,0,NaN
MSI,Gaming,17.3,8GB,Windows 10,2.7,1191.8,Intel,i7,2.8,128.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 7,1.95,1195.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,1.84,1228.99,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Ultrabook,12.5,8GB,Windows 10,1.26,1349.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,4GB,Windows 10,2.04,742.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Toshiba,Ultrabook,14.0,8GB,Windows 10,1.47,1725.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,8GB,Windows 7,2.09,1062.95,Intel,i5,2.4,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 10,1.64,1010.51,Intel,i5,2.5,256.0,SSD,1920x1080,0,Full HD
Lenovo,2 in 1 Convertible,15.6,4GB,Windows 10,1.8,847.0,Intel,i7,2.5,256.0,SSD,1920x1080,1,IPS Panel
Vero,Notebook,14.0,2GB,Windows 10,1.45,210.8,Intel,X5,1.44,32.0,Flash,1366x768,0,NaN
Toshiba,Notebook,15.6,16GB,Windows 10,2.4,1425.0,Intel,i7,2.5,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Notebook,15.6,8GB,Windows 10,2.3,1049.6,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,4GB,Windows 10,1.54,1000.0,Intel,i5,2.3,500.0,HDD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,1.84,2103.34,Intel,i5,2.4,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,14.0,8GB,Windows 7,1.43,1469.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
MSI,Gaming,17.3,16GB,Windows 10,3.78,1545.64,Intel,i7,2.7,256.0,SSD,1920x1080,0,IPS Panel
Lenovo,Gaming,17.3,16GB,Windows 10,4.6,2289.99,Intel,i7,2.6,128.0,SSD,1920x1080,0,IPS Panel
Asus,Netbook,11.6,4GB,Chrome OS,1.2,287.9,Intel,Dual,1.6,16.0,Flash,1366x768,0,NaN
Lenovo,Notebook,14.0,16GB,Windows 7,1.1,2620.0,Intel,i7,2.6,256.0,SSD,2560x1440,0,IPS Panel
HP,Notebook,15.6,8GB,Windows 10,1.91,979.0,Intel,i7,2.7,1000.0,HDD,1920x1080,0,IPS Panel
Dell,2 in 1 Convertible,15.6,8GB,Windows 10,2.3,1094.0,Intel,i5,2.7,256.0,SSD,1920x1080,1,IPS Panel
HP,Notebook,15.6,4GB,Windows 10,2.04,979.0,Intel,i5,2.5,256.0,SSD,1366x768,0,NaN
Dell,Ultrabook,13.3,16GB,Windows 10,1.2,2254.0,Intel,i7,2.7,1000.0,SSD,3200x1800,1,Quad HD+
HP,Notebook,15.6,4GB,Windows 10,2.31,705.15,Intel,i3,2.3,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,No OS,1.96,499.0,Intel,i5,2.5,500.0,HDD,1366x768,0,NaN
Acer,Notebook,15.6,8GB,Windows 10,2.4,449.0,AMD,A8,2.2,1000.0,HDD,1366x768,0,NaN
Dell,2 in 1 Convertible,13.3,12GB,Windows 10,1.6,1299.0,Intel,i7,2.7,256.0,SSD,1920x1080,1,IPS Panel
MSI,Gaming,15.6,16GB,Windows 10,2.94,1819.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,15.6,8GB,Windows 10,2.04,1070.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Asus,Gaming,17.3,16GB,No OS,4.0,998.0,Intel,i7,2.6,1000.0,HDD,1920x1080,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.25,559.0,Intel,i5,2.5,1000.0,HDD,1920x1080,0,Full HD
Dell,Notebook,15.6,16GB,Windows 10,2.32,989.99,Intel,i7,2.7,2000.0,HDD,1920x1080,0,Full HD
MSI,Gaming,15.6,16GB,Windows 10,1.8,1929.0,Intel,i7,2.6,256.0,SSD,1920x1080,0,Full HD
Dell,Ultrabook,13.3,8GB,Windows 10,1.29,1458.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Dell,2 in 1 Convertible,13.3,8GB,Windows 10,1.62,798.01,Intel,i7,2.5,256.0,SSD,1920x1080,1,Full HD
Dell,Gaming,15.6,16GB,Windows 10,3.21,1329.0,Intel,i7,2.6,256.0,SSD,3840x2160,0,4K Ultra HD
Apple,Ultrabook,12.0,8GB,Mac OS X,0.92,1300.0,Intel,M,1.1,256.0,Flash,2304x1440,0,IPS Panel
Dell,Notebook,15.6,4GB,Windows 10,2.06,481.98,Intel,i3,2.3,500.0,HDD,1366x768,0,NaN
HP,Notebook,15.6,4GB,Windows 10,2.31,1199.0,Intel,i5,2.3,500.0,HDD,1366x768,0,NaN
HP,Ultrabook,12.5,8GB,Windows 7,1.26,1199.0,Intel,i5,2.3,256.0,SSD,1920x1080,0,Full HD
HP,Notebook,13.3,8GB,Windows 10,1.49,1090.0,Intel,i7,2.7,256.0,SSD,1920x1080,0,Full HD
Lenovo,Ultrabook,12.5,8GB,Windows 10,1.3,1713.49,Intel,i7,2.5,256.0,SSD,1920x1080,1,IPS Panel
